property_type,design,quality,eff_yr_built,above_grd_sf,basemt_tot_sf,basemt_fin_sf,basemt_unf_sf,garage_type,garage_sf,est_land_sf,distress_sale,sale_date_(mon-yr),sale_price,time_adjust_sales_price,market_area,full_address,lat,lon,sale_date
Res,2-3 Story,Good,1997,1851,836,728,108,Carport,524,7257,0,2020-08-27 00:00:00,1800000.0,2291000.0,101,"1145 JAY ST, BOULDER, CO",40.007775499999994,-105.2889210072189,2020-08
Res,Ranch,Good,2005,2967,1002,1002,0,Detached,500,9303,0,2020-09-25 00:00:00,3250000.0,4094400.0,101,"1150 JAY ST, BOULDER, CO",40.0076063,-105.288327,2020-09
Dup/Tri,Ranch,Average,1975,1536,0,0,0,,0,7156,0,2022-06-28 00:00:00,1250000.0,1250000.0,101,"1224 JAY ST, BOULDER, CO",40.0088752,-105.288226475,2022-06
Dup/Tri,Ranch,Average,1975,1536,0,0,0,,0,7562,0,2022-06-28 00:00:00,1250000.0,1250000.0,101,"1228 JAY ST, BOULDER, CO",40.0090536,-105.28822376488549,2022-06
Res,2-3 Story,Excellent,2016,3040,2035,1634,401,Attached,621,19562,0,2019-08-29 00:00:00,7200000.0,10052600.0,101,"2135 KNOLLWOOD DR, UNINCORPORATED, CO",40.0172953,-105.29335195497293,2019-08
Res,Ranch,Good,1985,2420,1111,1111,0,Attached,546,14569,0,2021-07-16 00:00:00,2400000.0,2698300.0,101,"2280 KNOLLWOOD DR, BOULDER, CO",40.0191259,-105.29460295,2021-07
Res,2-3 Story,Very Good,2007,2978,1200,1200,0,Attached,878,9536,0,2021-11-05 00:00:00,3362000.0,3587900.0,101,"770 LINCOLN PL, BOULDER, CO",40.001364800000005,-105.28080097319358,2021-11
Res,2-3 Story,Very Good,2005,2978,1200,1200,0,Attached,878,9536,0,2019-08-14 00:00:00,2395000.0,3343900.0,101,"770 LINCOLN PL, BOULDER, CO",40.001364800000005,-105.28080097319358,2019-08
Res,2-3 Story,Good,1975,2086,1043,521,522,Carport,170,5670,0,2019-09-30 00:00:00,1050000.0,1466000.0,101,"821 LINCOLN PL, BOULDER, CO",40.0022176,-105.28138307857142,2019-09
Res,2-3 Story,Good,1985,1926,0,0,0,,0,3865,0,2022-06-15 00:00:00,1310000.0,1294000.0,101,"911 LINCOLN PL, BOULDER, CO",40.0040172,-105.28140051761906,2022-06
Dup/Tri,Ranch,Good,1985,1080,1080,972,108,,0,3980,0,2022-02-02 00:00:00,1530000.0,1570400.0,101,"919 LINCOLN PL, BOULDER, CO",40.00416405,-105.2813993,2022-02
Res,2-3 Story,Average,1990,1492,1152,864,288,,0,3651,0,2021-08-16 00:00:00,1260000.0,1387000.0,101,"1009 LINCOLN PL, BOULDER, CO",40.0057634,-105.2814061,2021-08
Res,2-3 Story,Good,1985,2006,835,562,273,,0,6150,0,2021-02-22 00:00:00,1515000.0,1812800.0,101,"1026 LINCOLN PL, BOULDER, CO",40.0059613,-105.28084492536162,2021-02
Res,2-3 Story,Good,1985,2006,835,562,273,,0,6150,0,2019-10-10 00:00:00,1400000.0,1954700.0,101,"1026 LINCOLN PL, BOULDER, CO",40.0059613,-105.28084492536162,2019-10
Res,2-3 Story,Average,2000,1488,960,484,476,,0,3679,0,2019-11-13 00:00:00,1325000.0,1842700.0,101,"1031 LINCOLN PL, BOULDER, CO",40.005997550000004,-105.28141434936607,2019-11
Res,2-3 Story,Good,1980,1912,736,0,736,,0,2739,0,2019-12-16 00:00:00,1175000.0,1623900.0,101,"1081 LINCOLN PL, BOULDER, CO",40.006894349999996,-105.28142765,2019-12
Res,2-3 Story,Good,1980,1912,736,0,736,,0,2739,0,2021-03-11 00:00:00,1287000.0,1524300.0,101,"1081 LINCOLN PL, BOULDER, CO",40.006894349999996,-105.28142765,2021-03
Res,2-3 Story,Very Good,1995,3242,791,234,557,Detached,400,6794,0,2020-04-24 00:00:00,2400000.0,3182900.0,101,"400 MAPLETON AVE, BOULDER, CO",40.0202434,-105.29130760446245,2020-04
Res,2-3 Story,Very Good,1993,3994,1807,0,1807,Detached,440,14478,0,2021-10-21 00:00:00,4500000.0,4843800.0,101,"550 MAPLETON AVE, BOULDER, CO",40.020188149999996,-105.2888953123053,2021-10
Res,Ranch,Good,2000,1562,1555,1555,0,,0,6511,0,2021-03-15 00:00:00,2500000.0,2961000.0,101,"607 MAPLETON AVE, BOULDER, CO",40.02075775,-105.28825494215761,2021-03
Res,2-3 Story,Average,1960,1490,0,0,0,Detached,264,8286,0,2020-11-23 00:00:00,1232500.0,1521000.0,101,"617 MAPLETON AVE, BOULDER, CO",40.02081015,-105.2880659852681,2020-11
Res,2-3 Story,Very Good,1995,2922,264,0,264,Detached,295,6892,0,2019-08-21 00:00:00,2850000.0,3979200.0,101,"640 MAPLETON AVE, BOULDER, CO",40.020279900000006,-105.28772838074292,2019-08
Res,2-3 Story,Good,2004,2211,372,252,120,Detached,918,10072,0,2019-09-26 00:00:00,2450000.0,3420700.0,101,"1013 MAPLETON AVE, BOULDER, CO",40.0208079,-105.283450325,2019-09
Res,2-3 Story,Very Good,2010,2902,1325,1268,57,Detached,648,14368,0,2020-03-02 00:00:00,5910000.0,7919400.0,101,"1014 MAPLETON AVE, BOULDER, CO",40.0202985,-105.28331079213521,2020-03
Res,2-3 Story,Good,1985,1693,1244,1088,156,Multiple,440,3737,0,2021-08-09 00:00:00,1650000.0,1831000.0,101,"1133 MAPLETON AVE, BOULDER, CO",40.02096775,-105.28182215513169,2021-08
Res,2-3 Story,Good,2005,2298,0,0,0,Detached,660,7282,0,2021-05-25 00:00:00,2525000.0,2913600.0,101,"423 MARINE ST, BOULDER, CO",40.01190655,-105.2910019252015,2021-05
Res,2-3 Story,Good,2001,2536,0,0,0,Detached,480,7161,0,2021-07-01 00:00:00,2265000.0,2537500.0,101,"429 MARINE ST, BOULDER, CO",40.01191785,-105.29086176517211,2021-07
Res,2-3 Story,Good,1995,2339,1162,812,350,,0,4358,0,2021-02-10 00:00:00,1965000.0,2351300.0,101,"465 MARINE ST, BOULDER, CO",40.0118741,-105.28997409818928,2021-02
Res,Ranch,Average,2000,1050,936,936,0,Detached,576,10422,0,2019-11-20 00:00:00,1795000.0,2506200.0,101,"527 MARINE ST, BOULDER, CO",40.011914950000005,-105.28849804174013,2019-11
Dup/Tri,2-3 Story,Average,1980,1512,0,0,0,Detached,484,10728,0,2019-12-19 00:00:00,1140000.0,1575500.0,101,"646 MARINE ST, BOULDER, CO",40.01145085,-105.2861048719802,2019-12
Dup/Tri,2-3 Story,Average,1985,2736,1368,1368,0,,0,4113,0,2020-01-08 00:00:00,1650000.0,2256900.0,101,"658 MARINE ST, BOULDER, CO",40.0114547,-105.28574820031986,2020-01
Res,2-3 Story,Average,1990,1441,0,0,0,Detached,242,5380,0,2021-07-13 00:00:00,1150000.0,1292900.0,101,"944 MARINE ST, BOULDER, CO",40.0119859,-105.28189925895812,2021-07
Dup/Tri,2-3 Story,Average,2010,2452,0,0,0,,0,9092,0,2021-12-16 00:00:00,2140000.0,2254300.0,101,"1719 MARINE ST, BOULDER, CO",40.013808299999994,-105.27209782480406,2021-12
Res,Ranch,Average,1987,840,0,0,0,Carport,198,4967,0,2020-06-02 00:00:00,758500.0,985400.0,101,"1723 MARINE ST, BOULDER, CO",40.01382235,-105.27183785127647,2020-06
Res,Ranch,Good,1980,2006,0,0,0,Attached,437,18498,0,2022-04-21 00:00:00,1880000.0,1880000.0,101,"1441 MARIPOSA AVE, BOULDER, CO",39.99813135,-105.27440469439904,2022-04
Res,2-3 Story,Very Good,2016,3253,332,332,0,Attached,986,11825,0,2020-07-10 00:00:00,2650000.0,3407600.0,101,"1575 MARIPOSA AVE, BOULDER, CO",39.99836165,-105.27273853808501,2020-07
Res,Ranch,Average,1980,2340,0,0,0,Attached,220,7837,0,2022-06-27 00:00:00,1375000.0,1375000.0,101,"1625 MARIPOSA AVE, BOULDER, CO",39.9984186,-105.27176076014968,2022-06
Res,Ranch,Average,1989,1890,336,0,336,,0,6874,0,2021-11-08 00:00:00,1308100.0,1396000.0,101,"1701 MARIPOSA AVE, BOULDER, CO",39.99845225,-105.2710638249124,2021-11
Res,Ranch,Average,1995,1028,0,0,0,Detached,240,7075,0,2020-11-17 00:00:00,901500.0,1098300.0,101,"1819 MARIPOSA AVE, BOULDER, CO",39.99841585,-105.26947695417083,2020-11
Res,2-3 Story,Good,2000,2567,0,0,0,Detached,200,6800,0,2022-04-11 00:00:00,2100000.0,2100000.0,101,"2043 MARIPOSA AVE, BOULDER, CO",39.9983886,-105.26669395087882,2022-04
Res,Ranch,Average,1960,831,0,0,0,Detached,484,6719,0,2021-04-01 00:00:00,850000.0,993700.0,101,"2119 MARIPOSA AVE, BOULDER, CO",39.9983953,-105.26598105,2021-04
Res,2-3 Story,Good,1990,1073,0,0,0,Detached,304,7840,0,2022-06-21 00:00:00,1730000.0,1720000.0,101,"409 MOUNTAIN VIEW RD, BOULDER, CO",39.95902896969697,-105.36497837373737,2022-06
Res,2-3 Story,Good,1980,2407,990,200,790,,0,7375,0,2020-08-12 00:00:00,1999500.0,2545000.0,101,"511 MOUNTAIN VIEW RD, BOULDER, CO",39.95899033333333,-105.36729088888889,2020-08
Res,2-3 Story,Excellent,2000,3896,0,0,0,Attached,705,7702,0,2022-04-15 00:00:00,3420000.0,3420000.0,101,"845 PARK LN, BOULDER, CO",40.0033592,-105.28910479999999,2022-04
Res,Split-Level,Very Good,2002,2460,0,0,0,Attached,441,5042,0,2021-08-31 00:00:00,1995000.0,2213900.0,101,"241 PEARL ST, BOULDER, CO",40.01586475,-105.29351385538877,2021-08
Res,2-3 Story,Good,1993,2028,1056,1056,0,Detached,240,7367,0,2021-03-31 00:00:00,1750000.0,2072700.0,101,"285 PEARL ST, BOULDER, CO",40.01545084,-105.29186440000001,2021-03
Res,2-3 Story,Good,1993,2186,1106,1106,0,Detached,242,3520,0,2020-08-31 00:00:00,1700000.0,2163800.0,101,"289 PEARL ST, BOULDER, CO",40.0158512,-105.29271698043136,2020-08
Res,Ranch,Average,1997,1200,680,0,680,,0,16242,0,2020-03-04 00:00:00,1168400.0,1562700.0,101,"637 PENNSYLVANIA AVE, BOULDER, CO",40.0085021,-105.28622180045213,2020-03
Dup/Tri,2-3 Story,Average,1989,2712,0,0,0,,0,5016,0,2021-03-09 00:00:00,2100000.0,2487200.0,101,"905 PENNSYLVANIA AVE, BOULDER, CO",40.0088801,-105.28178868304289,2021-03
Dup/Tri,Ranch,Average,1985,1006,1006,1006,0,,0,4989,0,2021-08-09 00:00:00,1250000.0,1387100.0,101,"951 PENNSYLVANIA AVE, BOULDER, CO",40.00888465,-105.28077523325453,2021-08
Res,2-3 Story,Excellent,2000,3417,1799,1628,171,Multiple,608,7060,0,2021-09-24 00:00:00,5900000.0,6462900.0,101,"453 PINE ST, BOULDER, CO",40.0187206,-105.29024758406003,2021-09
Dup/Tri,2-3 Story,Good,2000,1931,1141,658,483,Detached,672,7068,0,2021-07-20 00:00:00,2500000.0,2810800.0,101,"613 PINE ST, BOULDER, CO",40.0186724,-105.28816352679556,2021-07
Res,2-3 Story,Excellent,1990,3785,752,0,752,Detached,260,11390,0,2019-08-15 00:00:00,2615000.0,3651100.0,101,"637 PINE ST, BOULDER, CO",40.01869805,-105.28762794336333,2019-08
Res,Ranch,Average,2010,2196,1539,1539,0,Detached,330,10329,0,2019-11-01 00:00:00,2125000.0,2966900.0,101,"711 PINE ST, BOULDER, CO",40.01876375,-105.28704139788812,2019-11
Res,2-3 Story,Very Good,2000,3876,0,0,0,Attached,576,24561,0,2021-01-28 00:00:00,4950000.0,5984600.0,101,"809 PINE ST, BOULDER, CO",40.01925045,-105.28547664717641,2021-01
Res,2-3 Story,Good,1975,2394,1197,0,1197,Attached,357,7279,0,2021-06-14 00:00:00,1700000.0,1931700.0,101,"933 PINE ST, BOULDER, CO",40.0194902,-105.28367415886713,2021-06
Res,2-3 Story,Good,1990,2091,1280,640,640,Attached,210,7187,0,2022-04-18 00:00:00,2820000.0,2820000.0,101,"501 PLEASANT ST, BOULDER, CO",40.00961765,-105.28903890000001,2022-04
Res,2-3 Story,Very Good,2010,5901,1423,1423,0,Detached,440,6831,0,2021-04-08 00:00:00,3900000.0,4559100.0,101,"508 PLEASANT ST, BOULDER, CO",40.009177550000004,-105.28886017740709,2021-04
Res,2-3 Story,Excellent,2002,3313,1201,1201,0,Detached,440,6831,0,2019-08-15 00:00:00,3100000.0,4258400.0,101,"508 PLEASANT ST, BOULDER, CO",40.009177550000004,-105.28886017740709,2019-08
Res,2-3 Story,Good,2005,2655,0,0,0,Attached,156,6892,0,2021-04-30 00:00:00,2122500.0,2481200.0,101,"580 PLEASANT ST, BOULDER, CO",40.0092276,-105.28746219745398,2021-04
Res,Ranch,Average,1970,948,380,380,0,,0,6549,0,2019-08-07 00:00:00,742500.0,1033200.0,101,"609 PLEASANT ST, BOULDER, CO",40.00970295,-105.28708232420631,2019-08
Res,2-3 Story,Good,1998,2666,0,0,0,,0,10959,0,2021-07-01 00:00:00,1675000.0,1883200.0,101,"621 PLEASANT ST, BOULDER, CO",40.00967025,-105.28657879027624,2021-07
Res,2-3 Story,Good,1990,2030,0,0,0,Detached,400,6934,0,2021-06-01 00:00:00,1340000.0,1526300.0,101,"656 PLEASANT ST, BOULDER, CO",40.009138500000006,-105.2859537927998,2021-06
Res,2-3 Story,Average,1975,1616,0,0,0,,0,2882,0,2022-06-16 00:00:00,1460000.0,1443600.0,101,"711 PLEASANT ST, BOULDER, CO",40.009627,-105.28521989436278,2022-06
Dup/Tri,Ranch,Average,1988,1520,1521,761,760,Detached,800,5035,0,2021-11-03 00:00:00,1425000.0,1520800.0,101,"910 PLEASANT ST, BOULDER, CO",40.009252450000005,-105.28181687497833,2021-11
Res,2-3 Story,Average,1987,2824,968,624,344,,0,7619,0,2021-01-04 00:00:00,1720000.0,2079500.0,101,"972 PLEASANT ST, BOULDER, CO",40.0093686122449,-105.28052797959184,2021-01
Dup/Tri,2-3 Story,Good,1985,2294,972,972,0,,0,5134,0,2021-03-11 00:00:00,2550000.0,2989100.0,101,"1028 PLEASANT ST, BOULDER, CO",40.009274000000005,-105.27923191284918,2021-03
Res,2-3 Story,Very Good,2000,2666,0,0,0,Attached,520,9961,0,2021-02-02 00:00:00,2050000.0,2453000.0,101,"1010 ROSE HILL DR, BOULDER, CO",40.00586825,-105.28607665238383,2021-02
Res,2-3 Story,Good,1974,1872,792,288,504,Basement,288,21099,0,2021-05-20 00:00:00,1850000.0,2134700.0,101,"248 SPRUCE ST, BOULDER, CO",40.0162288,-105.293823,2021-05
Res,2-3 Story,Very Good,1974,2428,848,636,212,Basement,484,22477,0,2022-06-16 00:00:00,3326000.0,3326000.0,101,"258 SPRUCE ST, BOULDER, CO",40.01574895,-105.29395616447769,2022-06
Res,Ranch,Average,1975,1254,1198,1198,0,Attached,204,17234,0,2019-11-20 00:00:00,2800000.0,3909400.0,101,"600 SPRUCE ST, BOULDER, CO",40.01710745,-105.28817232818946,2019-11
Res,Ranch,Average,1960,731,621,0,621,Multiple,400,11815,0,2021-10-15 00:00:00,2400000.0,2594900.0,101,"612 SPRUCE ST, BOULDER, CO",40.01726865,-105.28756767470674,2021-10
Res,Ranch,Good,1995,1222,1574,1162,412,,0,6928,0,2019-09-24 00:00:00,1950000.0,2722600.0,101,"615 SPRUCE ST, BOULDER, CO",40.0176245,-105.28786238108219,2019-09
Res,2-3 Story,Very Good,1980,3308,1670,1670,0,Basement,472,14587,0,2021-04-01 00:00:00,3575000.0,4179200.0,101,"721 SPRUCE ST, BOULDER, CO",40.01795035,-105.28656504331255,2021-04
Res,2-3 Story,Average,1990,1444,360,0,360,Detached,360,6339,0,2021-05-03 00:00:00,1925000.0,2221300.0,101,"841 SPRUCE ST, BOULDER, CO",40.01830235,-105.28437761923841,2021-05
Res,Ranch,Fair,1960,864,0,0,0,Detached,280,6913,0,2022-05-20 00:00:00,1250000.0,1250000.0,101,"910 SPRUCE ST, BOULDER, CO",40.01794985,-105.28387772908448,2022-05
Res,2-3 Story,Good,1975,1877,528,0,528,,0,6907,0,2021-09-24 00:00:00,1825000.0,1999100.0,101,"921 SPRUCE ST, BOULDER, CO",40.0184594,-105.2838176585401,2021-09
Dup/Tri,2-3 Story,Good,1985,2432,930,930,0,Detached,252,7061,0,2020-07-16 00:00:00,2000000.0,2571800.0,101,"922 SPRUCE ST, BOULDER, CO",40.0179802,-105.28365389799941,2020-07
Res,2-3 Story,Excellent,2005,3848,0,0,0,Detached,588,14376,0,2021-06-04 00:00:00,5825000.0,6634700.0,101,"943 SPRUCE ST, BOULDER, CO",40.018656500000006,-105.28344756249794,2021-06
Dup/Tri,2-3 Story,Average,1970,2390,0,0,0,,0,8702,0,2020-09-08 00:00:00,1230000.0,1549600.0,101,"946 SPRUCE ST, BOULDER, CO",40.0180914,-105.28314444089898,2020-09
Res,2-3 Story,Very Good,2002,2006,579,579,0,Basement,503,4030,0,2021-01-08 00:00:00,1820000.0,2200400.0,101,"614 STREAMSIDE LN, BOULDER, CO",,,2021-01
Res,Ranch,Average,1970,1164,0,0,0,Carport,104,10405,0,2019-09-09 00:00:00,850000.0,1172800.0,101,"520 UNIVERSITY AVE, BOULDER, CO",40.01017315,-105.28879690047313,2019-09
Res,2-3 Story,Good,1975,1624,834,834,0,,0,7295,0,2022-02-01 00:00:00,1620000.0,1662800.0,101,"769 UNIVERSITY AVE, BOULDER, CO",40.010761349999996,-105.2841325750147,2022-02
Res,2-3 Story,Average,1990,1814,656,656,0,,0,7106,0,2021-12-08 00:00:00,1323500.0,1381000.0,101,"812 UNIVERSITY AVE, BOULDER, CO",40.0102355,-105.28402682104593,2021-12
Res,2-3 Story,Very Good,1998,2410,380,72,308,Detached,644,7009,0,2021-10-13 00:00:00,2386600.0,2575000.0,101,"828 UNIVERSITY AVE, BOULDER, CO",40.01021055,-105.28364679448529,2021-10
Res,2-3 Story,Good,1980,1961,360,0,360,Detached,256,6921,0,2021-04-08 00:00:00,1265000.0,1478800.0,101,"882 UNIVERSITY AVE, BOULDER, CO",40.01020975,-105.28238821192565,2021-04
Dup/Tri,2-3 Story,Average,1970,2064,877,794,83,Basement,400,5168,0,2022-05-31 00:00:00,2150000.0,2150000.0,101,"925 UNIVERSITY AVE, BOULDER, CO",40.010767799999996,-105.2818351572333,2022-05
Dup/Tri,2-3 Story,Good,1975,1704,852,852,0,,0,7068,0,2019-08-05 00:00:00,1385000.0,1933700.0,101,"955 UNIVERSITY AVE, BOULDER, CO",40.010747300000006,-105.28042226533687,2019-08
Dup/Tri,Ranch,Average,1980,1521,2478,1874,604,,0,7024,0,2019-12-16 00:00:00,2500000.0,3455000.0,101,"975 UNIVERSITY AVE, BOULDER, CO",40.01075095,-105.28008128070948,2019-12
Res,Split-Level,Good,1985,2501,726,626,100,Carport,480,23981,0,2021-12-03 00:00:00,2135000.0,2200100.0,101,"777 WILLOW BROOK RD, BOULDER, CO",,,2021-12
Res,Ranch,Good,2010,2386,1522,1180,342,Attached,461,11968,0,2022-02-18 00:00:00,3795000.0,3895200.0,101,"800 WILLOW BROOK RD, BOULDER, CO",,,2022-02
Res,Ranch,Good,2010,2386,1522,1180,342,Attached,461,11968,0,2020-09-10 00:00:00,3071800.0,3869900.0,101,"800 WILLOW BROOK RD, BOULDER, CO",,,2020-09
Res,Split-Level,Good,1968,2958,1324,0,1324,Attached,528,24834,0,2019-08-29 00:00:00,1800000.0,2513200.0,101,"235 WILLOW GLEN CT, UNINCORPORATED, CO",40.02008945,-105.29381245959482,2019-08
Res,2-3 Story,Average,1990,1998,909,459,450,Attached,440,11208,0,2021-02-26 00:00:00,1175000.0,1460600.0,106,"1012 ALBION WAY, BOULDER, CO",39.9788904,-105.24617570000001,2021-02
Res,Ranch,Average,1998,1436,1150,1150,0,Attached,462,9764,0,2022-05-31 00:00:00,1665000.0,1665000.0,106,"1255 ALBION WAY, BOULDER, CO",39.97625625,-105.24952806210212,2022-05
Res,2-3 Story,Average,1975,2095,1293,718,575,Attached,429,7341,0,2019-09-26 00:00:00,845000.0,1237300.0,106,"1270 ALBION WAY, BOULDER, CO",39.9763215,-105.248804643758,2019-09
Res,Ranch,Average,1980,1440,960,960,0,Attached,242,7382,0,2020-06-18 00:00:00,810000.0,1134200.0,106,"3735 ARMER AVE, BOULDER, CO",39.9821044,-105.250692,2020-06
Res,Bi-Level,Average,1970,2112,0,0,0,Attached,288,7196,0,2019-08-01 00:00:00,716000.0,1048400.0,106,"3805 ARMER AVE, BOULDER, CO",39.98209185,-105.24994275,2019-08
Res,Ranch,Average,1985,1232,1232,1232,0,,0,7250,0,2020-07-08 00:00:00,725000.0,1000200.0,106,"315 AUBURN AVE, BOULDER, CO",39.98821795,-105.25476640901432,2020-07
Res,Ranch,Average,1985,1232,1232,1109,123,Detached,720,7039,0,2022-01-19 00:00:00,1100000.0,1154200.0,106,"355 AUBURN AVE, BOULDER, CO",39.987869200000006,-105.25502801077616,2022-01
Res,2-3 Story,Good,1990,2958,894,894,0,Attached,624,6385,0,2019-12-30 00:00:00,1625000.0,2373300.0,106,"1122 BARBERRY CT, BOULDER, CO",39.978252600000005,-105.2649933,2019-12
Res,Ranch,Average,1990,1266,1026,926,100,Attached,297,8352,0,2019-12-31 00:00:00,853000.0,1240300.0,106,"3055 BAYLOR DR, BOULDER, CO",39.9837596,-105.25633762508399,2019-12
Res,Ranch,Average,1995,1390,1150,1150,0,Attached,288,7769,0,2020-07-02 00:00:00,989000.0,1362600.0,106,"1077 BEREA DR, BOULDER, CO",39.978935,-105.24865817869299,2020-07
Res,Ranch,Average,2005,1053,0,0,0,Attached,297,7123,0,2020-06-30 00:00:00,844511.0,1174200.0,106,"1135 BEREA DR, BOULDER, CO",39.97814905,-105.25007640232022,2020-06
Res,Ranch,Average,2002,2130,364,0,364,,0,7105,0,2021-10-06 00:00:00,1250000.0,1376300.0,106,"1160 BEREA DR, BOULDER, CO",39.9775058,-105.25001429980489,2021-10
Res,2-3 Story,Good,2008,2053,0,0,0,Attached,297,6792,0,2019-12-11 00:00:00,1060000.0,1550000.0,106,"1197 BEREA DR, BOULDER, CO",39.9770096,-105.25047191168713,2019-12
Res,Bi-Level,Average,1980,1796,0,0,0,Detached,750,7639,0,2020-12-14 00:00:00,1000000.0,1280600.0,106,"1245 BEREA DR, BOULDER, CO",39.9760887,-105.25047788014395,2020-12
Res,Split-Level,Good,2000,1776,0,0,0,Attached,400,7189,0,2022-06-03 00:00:00,1600000.0,1600000.0,106,"1425 BLUE SAGE CT, BOULDER, CO",39.9730157,-105.26487586219119,2022-06
Res,Split-Level,Good,2005,3167,1507,1507,0,Attached,600,12218,0,2021-12-29 00:00:00,3300000.0,3518500.0,106,"1575 BLUE SAGE CT, BOULDER, CO",39.97202865,-105.26590250631621,2021-12
Res,2-3 Story,Very Good,1989,3036,1571,1190,381,Attached,609,17931,0,2021-06-09 00:00:00,3900000.0,4567700.0,106,"1600 BLUE SAGE CT, BOULDER, CO",39.97134535,-105.26637874290029,2021-06
Res,Bi-Level,Very Good,1995,3993,247,0,247,Attached,528,7136,0,2020-10-13 00:00:00,1875000.0,2466400.0,106,"2407 BRIARWOOD DR, BOULDER, CO",39.969848049999996,-105.26271039304959,2020-10
Res,Split-Level,Very Good,2000,3881,0,0,0,Attached,558,8503,0,2019-07-24 00:00:00,1670000.0,2445400.0,106,"2415 BRIARWOOD DR, BOULDER, CO",39.969858349999996,-105.26305399777544,2019-07
Res,Ranch,Good,2005,2150,975,975,0,Attached,575,13455,0,2022-07-19 00:00:00,2625000.0,2613100.0,106,"2560 BRIARWOOD DR, BOULDER, CO",39.96993415,-105.26161923302566,2022-07
Res,Split-Level,Very Good,1992,2713,841,0,841,Attached,552,16075,0,2022-04-26 00:00:00,1900000.0,1900000.0,106,"2581 BRIARWOOD DR, BOULDER, CO",39.969121,-105.26039803571513,2022-04
Res,Ranch,Average,2000,1739,1739,1739,0,Attached,525,10856,0,2020-10-16 00:00:00,840000.0,1101600.0,106,"3900 BRITTING AVE, BOULDER, CO",39.9809578,-105.24916685626201,2020-10
Res,Ranch,Average,1967,1739,1739,648,1091,Attached,525,10856,0,2020-10-16 00:00:00,840000.0,1101600.0,106,"3900 BRITTING AVE, BOULDER, CO",39.9809578,-105.24916685626201,2020-10
Res,Ranch,Average,1966,1826,1176,528,648,Attached,336,8109,0,2020-01-15 00:00:00,750000.0,1098200.0,106,"3965 BRITTING AVE, BOULDER, CO",39.9810277,-105.24841228532733,2020-01
Res,Ranch,Average,1966,1422,1422,918,504,Attached,456,8535,0,2022-01-10 00:00:00,996500.0,1045600.0,106,"4310 BUTLER CIR, BOULDER, CO",39.978570700000006,-105.24513184768426,2022-01
Res,Bi-Level,Average,1971,1578,110,0,110,Attached,540,7180,0,2021-06-30 00:00:00,725000.0,849100.0,106,"4365 BUTLER CIR, BOULDER, CO",39.97737055,-105.24562545,2021-06
Res,Bi-Level,Average,1966,1800,0,0,0,Attached,576,7912,0,2020-05-06 00:00:00,715000.0,1016200.0,106,"4399 BUTLER CIR, BOULDER, CO",39.9777226,-105.24405449625704,2020-05
Res,Split-Level,Average,1985,1521,513,0,513,Attached,418,7281,0,2022-04-05 00:00:00,1283000.0,1283000.0,106,"3830 CARLOCK DR, BOULDER, CO",39.97967285,-105.24961435660947,2022-04
Res,Ranch,Average,1974,1136,1136,1022,114,Attached,336,6926,0,2021-07-07 00:00:00,900000.0,1038500.0,106,"3835 CARLOCK DR, BOULDER, CO",39.980034950000004,-105.24990673779594,2021-07
Res,2-3 Story,Average,1988,2116,900,720,180,Attached,440,6828,0,2021-03-25 00:00:00,1183000.0,1448800.0,106,"3935 CARLOCK DR, BOULDER, CO",39.980463650000004,-105.2490788298077,2021-03
Res,Ranch,Average,1990,1588,913,812,101,Attached,546,7288,0,2022-06-29 00:00:00,1150000.0,1144000.0,106,"3965 CARLOCK DR, BOULDER, CO",39.98061975,-105.2488939265625,2022-06
Res,Ranch,Average,1975,1026,1026,0,1026,Attached,297,8876,0,2020-09-28 00:00:00,741000.0,980200.0,106,"2720 CARNEGIE DR, BOULDER, CO",39.9839529,-105.2587528000331,2020-09
Res,Ranch,Good,2010,3050,0,0,0,Attached,168,7291,0,2022-02-15 00:00:00,2514400.0,2596400.0,106,"2735 CARNEGIE DR, BOULDER, CO",39.984056100000004,-105.25829636309074,2022-02
Res,Ranch,Average,1985,792,0,0,0,Attached,658,7291,0,2020-10-20 00:00:00,712000.0,939300.0,106,"2735 CARNEGIE DR, BOULDER, CO",39.984056100000004,-105.25829636309074,2020-10
Res,Bi-Level,Average,1995,1620,176,0,176,,0,9098,0,2020-07-29 00:00:00,893000.0,1232000.0,106,"2750 CARNEGIE DR, BOULDER, CO",39.983739650000004,-105.25871441225762,2020-07
Res,Split-Level,Average,1983,1674,506,506,0,Attached,240,9089,0,2022-05-31 00:00:00,1195000.0,1195000.0,106,"2855 CARNEGIE DR, BOULDER, CO",39.98351275,-105.25765549611859,2022-05
Res,2-3 Story,Good,1990,1725,0,0,0,Workshop,156,7909,0,2021-03-15 00:00:00,1075000.0,1315300.0,106,"2990 CARNEGIE DR, BOULDER, CO",39.9827183,-105.25701449781964,2021-03
Res,Ranch,Average,1985,1036,1036,1036,0,Attached,336,6929,0,2021-05-17 00:00:00,989000.0,1175700.0,106,"1285 CLAREMONT DR, BOULDER, CO",39.976618099999996,-105.25140457083334,2021-05
Res,Ranch,Average,1985,1036,1036,1036,0,Attached,336,6995,0,2020-06-28 00:00:00,939000.0,1313200.0,106,"1310 CLAREMONT DR, BOULDER, CO",39.9762298,-105.25092839032345,2020-06
